date,iso_code,location,new_cases,new_cases_smoothed,reproduction_rate,icu_patients,hosp_patients,new_deaths
2022-08-16,ARE,United Arab Emirates,1107,1092.36,1.327,,,9
2022-08-17,ARE,United Arab Emirates,1118,1099.37,1.411,49.2,233.6,6
2022-08-18,ARE,United Arab Emirates,1128,1109.73,1.312,,,4
2022-08-19,ARE,United Arab Emirates,1147,1112.9,1.402,,,4
2022-08-20,ARE,United Arab Emirates,1148,1123.32,1.183,,74.3,4
2022-08-21,ARE,United Arab Emirates,1206,1139.23,1.322,,,11
2022-08-22,ARE,United Arab Emirates,1168,1146.43,1.342,,151.1,8
2022-08-23,ARE,United Arab Emirates,1183,1157.32,1.334,29.6,,5
2022-08-24,ARE,United Arab Emirates,1205,1169.76,1.165,59.5,75.0,2
2022-08-25,ARE,United Arab Emirates,1196,1179.43,1.449,44.6,105.6,4
2022-08-26,ARE,United Arab Emirates,1205,1187.69,1.242,66.9,,5
2022-08-27,ARE,United Arab Emirates,1214,1197.05,1.359,7.5,172.2,9
2022-08-28,ARE,United Arab Emirates,1259,1204.59,1.325,,,9
2022-08-29,ARE,United Arab Emirates,1285,1221.35,1.423,37.9,193.7,6
2022-08-30,ARE,United Arab Emirates,1239,1229.32,1.539,58.6,,9
2022-08-31,ARE,United Arab Emirates,1248,1235.42,1.19,59.4,,3
2022-09-01,ARE,United Arab Emirates,1256,1243.99,1.252,,,8
2022-09-02,ARE,United Arab Emirates,1264,1252.39,1.334,,,1
2022-09-03,ARE,United Arab Emirates,1304,1265.26,1.203,47.8,202.0,6
2022-09-04,ARE,United Arab Emirates,1328,1275.16,1.39,32.1,,5
2022-09-05,ARE,United Arab Emirates,1342,1283.37,1.394,66.8,,4
2022-09-06,ARE,United Arab Emirates,1359,1300.48,1.364,,,8
2022-09-07,ARE,United Arab Emirates,1301,1308.05,,,,6
2022-09-08,ARE,United Arab Emirates,1307,1315.46,,,195.4,7
2022-09-09,ARE,United Arab Emirates,1314,1322.7,,29.2,286.0,9
2022-09-10,ARE,United Arab Emirates,1352,1329.66,,,,8
2022-09-11,ARE,United Arab Emirates,1327,1329.5,,,216.8,8
2022-09-12,ARE,United Arab Emirates,1416,1340.07,,52.2,112.7,7
2022-09-13,ARE,United Arab Emirates,1384,1343.67,,,,6
2022-09-14,ARE,United Arab Emirates,1345,1350.05,,56.3,282.8,10
2022-09-15,ARE,United Arab Emirates,1351,1356.25,,,,7
2022-09-16,ARE,United Arab Emirates,1356,1362.28,,59.1,314.0,9
2022-09-17,ARE,United Arab Emirates,1365,1364.14,,,192.7,8
2022-09-18,ARE,United Arab Emirates,1367,1369.81,,36.1,,4
2022-09-19,ARE,United Arab Emirates,1419,1370.24,1.378,26.9,279.8,6
2022-09-20,ARE,United Arab Emirates,1377,1369.14,1.178,,177.1,10
2022-09-21,ARE,United Arab Emirates,1406,1377.89,1.193,,,3
2022-09-22,ARE,United Arab Emirates,1386,1382.85,1.389,,176.7,10
2022-09-23,ARE,United Arab Emirates,1403,1389.55,1.247,48.1,,2
2022-09-24,ARE,United Arab Emirates,1394,1393.61,1.195,41.7,239.5,8
2022-09-25,ARE,United Arab Emirates,1433,1403.08,1.343,,223.3,4
2022-09-26,ARE,United Arab Emirates,1438,1405.68,1.219,,,6
2022-09-27,ARE,United Arab Emirates,1428,1413.02,1.369,,,4
2022-09-28,ARE,United Arab Emirates,1439,1417.61,1.197,65.5,274.4,10
2022-09-29,ARE,United Arab Emirates,1411,1421.29,1.246,30.0,,9
2022-09-30,ARE,United Arab Emirates,1430,1425.17,1.354,,,3
2022-10-01,ARE,United Arab Emirates,1479,1437.4,1.235,,,4
2022-10-02,ARE,United Arab Emirates,1444,1438.98,1.331,,,12
2022-10-03,ARE,United Arab Emirates,1422,1436.76,1.246,,,8
2022-10-04,ARE,United Arab Emirates,1424,1436.23,1.449,,,5
2022-10-05,ARE,United Arab Emirates,1445,1437.13,1.405,,,14
2022-10-06,ARE,United Arab Emirates,1428,1439.51,1.113,,122.7,7
2022-10-07,ARE,United Arab Emirates,1430,1439.4,1.296,,,7
2022-10-08,ARE,United Arab Emirates,1431,1432.48,1.16,,,6
2022-10-09,ARE,United Arab Emirates,1432,1430.78,1.258,,,9
2022-10-10,ARE,United Arab Emirates,1433,1432.41,1.243,,79.0,8
2022-10-11,ARE,United Arab Emirates,1434,1433.85,1.129,26.1,,4
2022-10-12,ARE,United Arab Emirates,1463,1436.46,1.338,67.9,,4
2022-10-13,ARE,United Arab Emirates,1435,1437.52,1.25,,,7
2022-10-14,ARE,United Arab Emirates,1486,1445.51,1.199,,216.3,5
2022-10-15,ARE,United Arab Emirates,1436,1446.19,1.181,41.8,163.4,7
2022-10-16,ARE,United Arab Emirates,1436,1446.69,1.236,64.2,214.9,1
2022-10-17,ARE,United Arab Emirates,1436,1447.0,1.26,,320.7,3
2022-10-18,ARE,United Arab Emirates,1435,1447.12,1.205,,248.4,6
2022-10-19,ARE,United Arab Emirates,1558,1460.67,0.931,,,6
2022-10-20,ARE,United Arab Emirates,1434,1460.41,1.214,,165.6,8
2022-10-21,ARE,United Arab Emirates,1484,1460.16,1.066,,,3
2022-10-22,ARE,United Arab Emirates,1431,1459.52,1.186,,183.3,12
2022-10-23,ARE,United Arab Emirates,1449,1461.35,1.064,42.6,296.5,2
2022-10-24,ARE,United Arab Emirates,1452,1463.76,1.06,,,11
2022-10-25,ARE,United Arab Emirates,1427,1462.55,1.323,,,7
2022-10-26,ARE,United Arab Emirates,1425,1443.5,1.165,,,8
2022-10-27,ARE,United Arab Emirates,1423,1441.92,1.155,,121.2,3
2022-10-28,ARE,United Arab Emirates,1420,1432.84,1.24,,136.6,8
2022-10-29,ARE,United Arab Emirates,1538,1448.04,1.152,,166.1,10
2022-10-30,ARE,United Arab Emirates,1415,1443.24,1.397,36.5,,4
2022-10-31,ARE,United Arab Emirates,1438,1441.23,1.157,,122.1,7
2022-11-01,ARE,United Arab Emirates,1498,1451.44,1.218,66.6,256.3,9
2022-11-02,ARE,United Arab Emirates,1406,1448.73,1.276,68.0,95.4,9
2022-11-03,ARE,United Arab Emirates,1404,1446.11,1.336,,,6
2022-11-04,ARE,United Arab Emirates,1399,1443.03,1.099,,,6
2022-11-05,ARE,United Arab Emirates,1395,1422.61,1.129,,258.6,11
2022-11-06,ARE,United Arab Emirates,1391,1419.16,1.295,83.3,184.2,8
2022-11-07,ARE,United Arab Emirates,1387,1411.78,1.246,80.5,162.8,6
2022-11-08,ARE,United Arab Emirates,1392,1396.63,1.27,64.7,,9
2022-11-09,ARE,United Arab Emirates,1378,1392.63,1.023,,,6
2022-11-10,ARE,United Arab Emirates,1422,1395.23,1.312,16.9,239.6,8
2022-11-11,ARE,United Arab Emirates,1399,1395.32,1.078,,,6
2022-11-12,ARE,United Arab Emirates,1363,1390.77,1.171,,167.3,9
2022-11-13,ARE,United Arab Emirates,1358,1386.04,1.134,,,8
2022-11-14,ARE,United Arab Emirates,1366,1383.09,1.058,,,6
2022-11-15,ARE,United Arab Emirates,1347,1376.61,1.002,65.1,290.2,4
2022-11-16,ARE,United Arab Emirates,1431,1384.28,0.966,,212.4,5
2022-11-17,ARE,United Arab Emirates,1353,1374.32,1.149,,,4
2022-11-18,ARE,United Arab Emirates,1348,1367.05,0.982,,,6
2022-11-19,ARE,United Arab Emirates,1356,1366.11,1.018,30.2,191.4,2
2022-11-20,ARE,United Arab Emirates,1316,1360.13,1.107,33.1,,12
2022-11-21,ARE,United Arab Emirates,1364,1359.78,0.862,,113.9,6
2022-11-22,ARE,United Arab Emirates,1308,1354.26,1.201,,,11
2022-11-23,ARE,United Arab Emirates,1343,1341.6,0.879,,282.9,8
2022-11-24,ARE,United Arab Emirates,1288,1332.36,1.109,41.6,152.4,4
2022-11-25,ARE,United Arab Emirates,1347,1332.11,1.116,,272.0,9
2022-11-26,ARE,United Arab Emirates,1293,1323.08,,,,5
2022-11-27,ARE,United Arab Emirates,1375,1331.47,,,167.9,5
2022-11-28,ARE,United Arab Emirates,1258,1316.33,,,,7
2022-11-29,ARE,United Arab Emirates,1260,1309.44,,53.8,,7
2022-11-30,ARE,United Arab Emirates,1241,1294.95,,,260.4,5
2022-12-01,ARE,United Arab Emirates,1233,1287.08,,,216.0,10
2022-12-02,ARE,United Arab Emirates,1255,1274.06,,,237.8,6
2022-12-03,ARE,United Arab Emirates,1272,1271.06,,,,7
2022-12-04,ARE,United Arab Emirates,1355,1268.29,,50.2,,9
2022-12-05,ARE,United Arab Emirates,1198,1259.76,,,,6
2022-12-06,ARE,United Arab Emirates,1189,1249.61,,16.6,34.9,6
2022-12-07,ARE,United Arab Emirates,1217,1246.15,,71.2,174.6,5
2022-12-08,ARE,United Arab Emirates,1170,1237.14,,,,5
2022-12-09,ARE,United Arab Emirates,1189,1227.59,,,215.4,5
2022-12-10,ARE,United Arab Emirates,1151,1210.21,,,,8
2022-12-11,ARE,United Arab Emirates,1151,1181.07,,35.3,,4
2022-12-12,ARE,United Arab Emirates,1185,1179.23,,,,2
2022-12-13,ARE,United Arab Emirates,1120,1169.45,,,,6
2022-12-14,ARE,United Arab Emirates,1157,1160.8,,,,4
2022-12-15,ARE,United Arab Emirates,1143,1156.95,0.96,56.0,73.4,3
2022-12-16,ARE,United Arab Emirates,1089,1142.69,1.011,,,4
2022-12-17,ARE,United Arab Emirates,1078,1132.31,1.029,,155.1,6
2022-12-18,ARE,United Arab Emirates,1067,1120.27,0.97,,,2
2022-12-19,ARE,United Arab Emirates,1156,1116.1,0.961,,203.8,7
2022-12-20,ARE,United Arab Emirates,1045,1105.29,1.205,32.4,180.1,4
2022-12-21,ARE,United Arab Emirates,1122,1100.39,1.024,,66.2,11
2022-12-22,ARE,United Arab Emirates,1022,1083.06,0.962,73.7,,7
2022-12-23,ARE,United Arab Emirates,1010,1071.82,1.024,78.7,257.3,6
2022-12-24,ARE,United Arab Emirates,1038,1066.16,1.079,,218.2,7
2022-12-25,ARE,United Arab Emirates,995,1055.94,1.027,50.9,,3
2022-12-26,ARE,United Arab Emirates,1001,1033.8,0.998,,,4
2022-12-27,ARE,United Arab Emirates,962,1022.02,0.95,,,8
2022-12-28,ARE,United Arab Emirates,1019,1007.23,0.946,63.3,224.6,5
2022-12-29,ARE,United Arab Emirates,976,1000.74,0.949,,,3
2022-12-30,ARE,United Arab Emirates,945,991.44,1.04,,,3
2022-12-31,ARE,United Arab Emirates,912,973.43,0.903,,,6
2023-01-01,ARE,United Arab Emirates,916,962.04,1.039,54.6,,5
2023-01-02,ARE,United Arab Emirates,887,945.69,1.137,,367.8,2
2023-01-03,ARE,United Arab Emirates,873,933.03,1.025,,,3
2023-01-04,ARE,United Arab Emirates,860,910.41,0.953,,202.6,7
2023-01-05,ARE,United Arab Emirates,847,891.96,,67.6,146.2,2
2023-01-06,ARE,United Arab Emirates,887,883.66,,64.4,,7
2023-01-07,ARE,United Arab Emirates,820,870.52,,,60.6,3
2023-01-08,ARE,United Arab Emirates,818,856.64,,77.1,,4
2023-01-09,ARE,United Arab Emirates,793,843.28,,,112.6,2
2023-01-10,ARE,United Arab Emirates,795,832.09,,,,2
2023-01-11,ARE,United Arab Emirates,784,821.19,,51.6,279.6,4
2023-01-12,ARE,United Arab Emirates,751,807.5,,61.1,,1
2023-01-13,ARE,United Arab Emirates,778,791.89,,32.8,,4
2023-01-14,ARE,United Arab Emirates,723,778.0,,50.6,363.4,3
2023-01-15,ARE,United Arab Emirates,764,770.24,,,,11
2023-01-16,ARE,United Arab Emirates,694,756.15,,67.5,137.9,2
2023-01-17,ARE,United Arab Emirates,680,739.68,,,,2
2023-01-18,ARE,United Arab Emirates,665,722.73,,,214.1,3
2023-01-19,ARE,United Arab Emirates,651,708.35,,,,9
2023-01-20,ARE,United Arab Emirates,649,689.93,,,215.8,4
2023-01-21,ARE,United Arab Emirates,621,675.37,,,,2
2023-01-22,ARE,United Arab Emirates,668,661.63,,,,1
2023-01-23,ARE,United Arab Emirates,624,651.53,,,,2
2023-01-24,ARE,United Arab Emirates,576,636.72,,,85.4,2
2023-01-25,ARE,United Arab Emirates,561,621.82,,,,2
2023-01-26,ARE,United Arab Emirates,572,610.56,,,246.8,4
2023-01-27,ARE,United Arab Emirates,573,599.74,0.857,,241.2,1
2023-01-28,ARE,United Arab Emirates,576,593.34,0.901,28.5,,0
2023-01-29,ARE,United Arab Emirates,561,578.0,0.886,83.5,225.9,2
2023-01-30,ARE,United Arab Emirates,484,558.09,0.78,31.1,,6
2023-01-31,ARE,United Arab Emirates,487,545.33,0.944,,,2
2023-02-01,ARE,United Arab Emirates,518,539.2,0.933,72.7,91.4,1
2023-02-02,ARE,United Arab Emirates,437,520.0,0.897,,127.9,1
2023-02-03,ARE,United Arab Emirates,441,501.12,0.922,,122.9,3
2023-02-04,ARE,United Arab Emirates,406,476.78,0.843,,,1
2023-02-05,ARE,United Arab Emirates,390,452.44,0.721,29.5,,1
2023-02-06,ARE,United Arab Emirates,377,437.06,0.807,,,2
2023-02-07,ARE,United Arab Emirates,358,418.69,0.891,,285.8,3
2023-02-08,ARE,United Arab Emirates,342,393.58,0.888,,,1
2023-02-09,ARE,United Arab Emirates,326,377.7,0.873,57.2,227.9,4
2023-02-10,ARE,United Arab Emirates,310,359.05,0.92,,,3
2023-02-11,ARE,United Arab Emirates,317,346.28,0.804,,,3
2023-02-12,ARE,United Arab Emirates,278,330.25,0.861,,,1
2023-02-13,ARE,United Arab Emirates,262,313.9,0.912,,,3
2023-02-14,ARE,United Arab Emirates,253,298.79,0.843,91.7,,1
2023-02-15,ARE,United Arab Emirates,252,285.87,0.724,,270.1,0
2023-02-16,ARE,United Arab Emirates,213,269.69,0.749,42.8,146.5,2
2023-02-17,ARE,United Arab Emirates,251,261.23,0.924,,,0
2023-02-18,ARE,United Arab Emirates,180,241.77,0.977,48.9,,3
2023-02-19,ARE,United Arab Emirates,311,246.47,0.952,,,4
2023-02-20,ARE,United Arab Emirates,148,230.1,0.854,,216.0,1
2023-02-21,ARE,United Arab Emirates,151,215.65,0.707,,,0
2023-02-22,ARE,United Arab Emirates,115,196.05,0.823,,221.0,1
2023-02-23,ARE,United Arab Emirates,131,184.27,0.977,,,1
2023-02-24,ARE,United Arab Emirates,96,162.09,0.879,19.0,,0
2023-02-25,ARE,United Arab Emirates,65,145.67,0.793,,22.5,1
2023-02-26,ARE,United Arab Emirates,103,115.92,0.873,72.1,,1
2023-02-27,ARE,United Arab Emirates,32,99.48,0.68,59.5,113.1,1
2023-02-28,ARE,United Arab Emirates,43,84.05,0.734,,,0
2023-03-01,ARE,United Arab Emirates,0,67.58,0.692,38.2,,0
2020-03-01,DEU,Germany,38,38.36,0.897,52.7,153.5,0
2020-03-02,DEU,Germany,50,44.36,0.848,12.0,206.1,0
2020-03-03,DEU,Germany,53,47.25,0.887,39.4,73.2,0
2020-03-04,DEU,Germany,65,51.92,0.864,47.8,60.2,0
2020-03-05,DEU,Germany,77,56.99,0.835,69.4,207.4,0
2020-03-06,DEU,Germany,96,63.59,0.801,31.6,234.7,3
2020-03-07,DEU,Germany,124,72.36,0.701,20.3,311.5,1
2020-03-08,DEU,Germany,135,86.18,0.893,58.9,270.9,0
2020-03-09,DEU,Germany,154,101.04,0.805,48.7,250.8,0
2020-03-10,DEU,Germany,230,126.33,0.666,15.6,301.6,1
2020-03-11,DEU,Germany,195,144.82,0.78,16.6,239.2,1
2020-03-12,DEU,Germany,222,165.57,,37.1,172.5,1
2020-03-13,DEU,Germany,258,188.76,0.65,48.3,273.0,1
2020-03-14,DEU,Germany,250,206.66,0.742,77.8,270.0,0
2020-03-15,DEU,Germany,269,225.84,0.862,28.4,199.4,1
2020-03-16,DEU,Germany,363,255.73,0.992,60.8,104.0,1
2020-03-17,DEU,Germany,307,266.79,0.955,10.8,57.2,2
2020-03-18,DEU,Germany,326,285.52,1.009,57.2,267.4,2
2020-03-19,DEU,Germany,345,303.07,0.883,80.1,238.3,5
2020-03-20,DEU,Germany,364,318.11,0.844,52.8,249.5,4
2020-03-21,DEU,Germany,438,344.98,,36.6,270.4,5
2020-03-22,DEU,Germany,401,363.91,0.782,74.7,128.1,3
2020-03-23,DEU,Germany,420,372.06,0.778,57.0,49.9,2
2020-03-24,DEU,Germany,450,392.5,0.763,53.1,241.3,1
2020-03-25,DEU,Germany,542,423.41,0.991,29.6,295.8,4
2020-03-26,DEU,Germany,476,442.14,0.802,57.3,228.1,2
2020-03-27,DEU,Germany,495,460.82,0.989,36.3,81.1,4
2020-03-28,DEU,Germany,513,471.55,,56.2,219.3,4
2020-03-29,DEU,Germany,566,495.12,1.006,51.0,110.0,2
2020-03-30,DEU,Germany,556,514.51,0.789,71.7,76.6,1
2020-03-31,DEU,Germany,568,531.33,0.84,38.5,199.4,7
2020-04-01,DEU,Germany,591,538.29,0.952,47.0,213.0,4
2020-04-02,DEU,Germany,682,567.67,0.866,66.0,192.1,4
2020-04-03,DEU,Germany,635,587.78,0.664,45.3,235.1,3
2020-04-04,DEU,Germany,648,607.1,0.779,49.6,136.8,3
2020-04-05,DEU,Germany,669,621.76,0.808,41.9,206.9,4
2020-04-06,DEU,Germany,696,641.82,0.819,46.7,161.2,2
2020-04-07,DEU,Germany,693,659.73,0.995,63.4,179.9,7
2020-04-08,DEU,Germany,711,676.84,,86.7,221.5,3
2020-04-09,DEU,Germany,728,683.5,0.949,16.4,284.8,4
2020-04-10,DEU,Germany,746,699.26,1.137,24.7,223.4,7
2020-04-11,DEU,Germany,797,720.54,1.057,47.2,249.9,3
2020-04-12,DEU,Germany,780,736.4,1.023,51.0,200.8,4
2020-04-13,DEU,Germany,797,750.81,0.797,45.6,239.0,4
2020-04-14,DEU,Germany,814,768.07,,38.9,282.7,3
2020-04-15,DEU,Germany,850,787.95,0.983,25.4,350.3,4
2020-04-16,DEU,Germany,895,811.74,,37.8,296.9,9
2020-04-17,DEU,Germany,864,828.7,1.13,66.3,195.6,5
2020-04-18,DEU,Germany,921,846.42,0.968,51.9,291.6,4
2020-04-19,DEU,Germany,897,863.17,0.844,63.5,243.9,7
2020-04-20,DEU,Germany,914,879.8,0.87,25.9,151.4,4
2020-04-21,DEU,Germany,930,896.32,1.201,78.9,245.0,6
2020-04-22,DEU,Germany,946,910.02,0.934,38.8,109.7,6
2020-04-23,DEU,Germany,967,920.31,0.772,59.5,245.1,4
2020-04-24,DEU,Germany,990,938.28,,47.5,340.1,5
2020-04-25,DEU,Germany,993,948.56,0.804,39.2,265.8,6
2020-04-26,DEU,Germany,1082,974.99,,58.7,295.7,7
2020-04-27,DEU,Germany,1024,990.78,0.797,62.0,169.7,5
2020-04-28,DEU,Germany,1039,1006.44,0.856,103.8,238.5,9
2020-04-29,DEU,Germany,1092,1027.29,1.0,62.8,255.9,3
2020-04-30,DEU,Germany,1070,1042.08,,62.5,175.6,7
2020-05-01,DEU,Germany,1213,1073.86,0.999,72.9,254.7,4
2020-05-02,DEU,Germany,1099,1088.99,0.883,60.6,236.4,5
2020-05-03,DEU,Germany,1131,1095.98,1.03,49.2,255.6,3
2020-05-04,DEU,Germany,1128,1110.83,0.969,56.5,117.6,9
2020-05-05,DEU,Germany,1186,1131.75,1.132,67.1,302.1,12
2020-05-06,DEU,Germany,1172,1143.2,1.107,77.8,236.1,10
2020-05-07,DEU,Germany,1170,1157.48,,19.8,190.5,5
2020-05-08,DEU,Germany,1184,1153.41,1.106,12.2,192.5,6
2020-05-09,DEU,Germany,1198,1167.52,1.059,77.0,196.9,7
2020-05-10,DEU,Germany,1232,1181.96,1.171,34.1,133.7,7
2020-05-11,DEU,Germany,1225,1195.77,1.111,16.8,295.1,5
2020-05-12,DEU,Germany,1303,1212.55,1.096,15.0,277.0,4
2020-05-13,DEU,Germany,1251,1223.84,1.177,86.0,282.4,4
2020-05-14,DEU,Germany,1264,1237.17,1.049,67.6,321.1,8
2020-05-15,DEU,Germany,1276,1250.34,0.973,34.1,215.2,6
2020-05-16,DEU,Germany,1291,1263.58,1.074,34.9,67.5,5
2020-05-17,DEU,Germany,1303,1273.63,1.021,51.1,250.3,10
2020-05-18,DEU,Germany,1336,1289.48,1.12,67.2,247.3,9
2020-05-19,DEU,Germany,1325,1292.65,1.069,44.1,324.3,7
2020-05-20,DEU,Germany,1337,1304.99,,34.3,286.6,3
2020-05-21,DEU,Germany,1397,1324.09,0.949,72.7,210.7,2
2020-05-22,DEU,Germany,1393,1340.79,1.123,49.5,188.5,7
2020-05-23,DEU,Germany,1372,1352.37,0.947,46.2,280.3,7
2020-05-24,DEU,Germany,1402,1366.52,1.174,61.8,0.0,3
2020-05-25,DEU,Germany,1394,1374.81,1.178,7.3,219.3,5
2020-05-26,DEU,Germany,1404,1386.1,,59.5,275.7,5
2020-05-27,DEU,Germany,1415,1397.21,1.118,58.2,190.3,4
2020-05-28,DEU,Germany,1503,1412.33,1.068,22.4,169.4,1
2020-05-29,DEU,Germany,1436,1418.36,1.033,11.2,223.6,7
2020-05-30,DEU,Germany,1446,1428.92,1.095,38.7,308.0,8
2020-05-31,DEU,Germany,1478,1439.81,1.298,53.7,236.1,7
2020-06-01,DEU,Germany,1465,1450.0,1.125,55.7,145.8,7
2020-06-02,DEU,Germany,1535,1468.61,0.971,84.1,297.4,11
2020-06-03,DEU,Germany,1484,1478.41,0.937,53.7,312.9,3
2020-06-04,DEU,Germany,1553,1485.55,0.967,22.0,135.4,9
2020-06-05,DEU,Germany,1502,1495.08,1.076,45.0,423.9,6
2020-06-06,DEU,Germany,1537,1508.09,1.244,24.0,199.9,5
2020-06-07,DEU,Germany,1600,1525.5,1.018,46.4,275.9,5
2020-06-08,DEU,Germany,1527,1534.33,1.265,78.2,258.2,7
2020-06-09,DEU,Germany,1587,1541.81,1.144,59.2,144.2,8
2020-06-10,DEU,Germany,1543,1550.24,,35.6,163.9,14
2020-06-11,DEU,Germany,1562,1551.45,1.177,61.8,205.4,6
2020-06-12,DEU,Germany,1558,1559.37,1.193,34.4,50.4,6
2020-06-13,DEU,Germany,1565,1563.43,1.096,0.0,265.7,5
2020-06-14,DEU,Germany,1572,1559.46,0.907,25.3,48.3,6
2020-06-15,DEU,Germany,1640,1575.6,1.084,59.2,201.2,5
2020-06-16,DEU,Germany,1672,1587.78,1.057,65.4,146.3,11
2020-06-17,DEU,Germany,1592,1594.79,1.18,84.4,246.3,6
2020-06-18,DEU,Germany,1598,1599.97,1.173,56.8,23.7,10
2020-06-19,DEU,Germany,1604,1606.57,1.127,76.9,67.0,7
2020-06-20,DEU,Germany,1623,1614.85,1.332,62.6,152.3,10
2020-06-21,DEU,Germany,1615,1621.03,1.096,68.7,241.5,12
2020-06-22,DEU,Germany,1621,1618.28,0.94,72.0,217.7,11
2020-06-23,DEU,Germany,1707,1623.26,1.177,59.7,284.0,6
2020-06-24,DEU,Germany,1631,1628.81,1.287,71.5,208.6,12
2020-06-25,DEU,Germany,1665,1638.33,1.199,36.0,198.6,6
2020-06-26,DEU,Germany,1642,1643.83,1.138,1.5,114.3,10
2020-06-27,DEU,Germany,1644,1646.85,1.2,63.0,182.1,6
2020-06-28,DEU,Germany,1648,1651.54,1.362,57.5,198.4,10
2020-06-29,DEU,Germany,1676,1659.5,1.094,32.5,35.6,8
2020-06-30,DEU,Germany,1741,1664.29,,24.8,128.8,7
2020-07-01,DEU,Germany,1675,1670.58,1.254,52.6,237.1,10
2020-07-02,DEU,Germany,1693,1674.68,1.215,64.3,214.4,5
2020-07-03,DEU,Germany,1665,1677.91,1.167,60.4,179.8,10
2020-07-04,DEU,Germany,1718,1688.55,,29.6,151.4,8
2020-07-05,DEU,Germany,1720,1698.88,1.168,34.1,60.6,10
2020-07-06,DEU,Germany,1673,1698.35,1.253,63.4,26.0,10
2020-07-07,DEU,Germany,1702,1692.81,1.249,51.5,175.5,6
2020-07-08,DEU,Germany,1676,1693.08,1.414,71.2,319.1,7
2020-07-09,DEU,Germany,1714,1696.08,1.054,43.5,203.0,8
2020-07-10,DEU,Germany,1680,1698.16,1.386,64.8,281.7,12
2020-07-11,DEU,Germany,1681,1692.76,1.192,49.2,105.9,3
2020-07-12,DEU,Germany,1702,1690.11,1.206,35.5,222.7,8
2020-07-13,DEU,Germany,1682,1691.52,1.303,68.6,143.7,6
2020-07-14,DEU,Germany,1700,1691.26,1.305,30.1,140.6,7
2020-07-15,DEU,Germany,1683,1692.23,,51.5,259.6,8
2020-07-16,DEU,Germany,1683,1687.81,1.362,53.5,190.4,15
2020-07-17,DEU,Germany,1686,1688.77,,47.6,89.2,7
2020-07-18,DEU,Germany,1683,1689.07,1.368,69.8,207.8,8
2020-07-19,DEU,Germany,1755,1696.68,1.169,61.5,142.7,6
2020-07-20,DEU,Germany,1681,1696.54,1.204,59.1,84.5,7
2020-07-21,DEU,Germany,1749,1703.56,1.218,51.4,120.4,15
2020-07-22,DEU,Germany,1679,1702.98,,87.1,363.7,7
2020-07-23,DEU,Germany,1724,1708.74,1.247,79.3,297.0,8
2020-07-24,DEU,Germany,1731,1715.19,1.333,68.4,38.8,11
2020-07-25,DEU,Germany,1690,1716.24,1.311,65.1,184.9,5
2020-07-26,DEU,Germany,1672,1704.37,1.187,38.0,190.8,10
2020-07-27,DEU,Germany,1670,1702.68,1.181,49.0,178.7,8
2020-07-28,DEU,Germany,1667,1690.95,1.167,62.7,146.9,5
2020-07-29,DEU,Germany,1757,1702.05,1.264,71.0,259.8,11
2020-07-30,DEU,Germany,1661,1693.13,1.099,67.8,275.4,8
2020-07-31,DEU,Germany,1658,1682.66,1.17,61.6,283.9,9
2020-08-01,DEU,Germany,1655,1677.58,1.216,90.0,226.4,12
2020-08-02,DEU,Germany,1659,1675.77,1.369,47.3,248.7,8
2020-08-03,DEU,Germany,1647,1672.54,1.253,70.3,172.4,9
2020-08-04,DEU,Germany,1643,1669.09,1.369,67.8,73.9,12
2020-08-05,DEU,Germany,1682,1658.37,,58.9,71.8,4
2020-08-06,DEU,Germany,1651,1656.89,1.225,59.6,131.9,6
2020-08-07,DEU,Germany,1721,1665.93,1.231,59.2,184.0,7
2020-08-08,DEU,Germany,1681,1669.77,1.16,35.8,97.3,15
2020-08-09,DEU,Germany,1619,1664.04,1.519,58.0,109.6,9
2020-08-10,DEU,Germany,1685,1669.41,,65.0,169.7,11
2020-08-11,DEU,Germany,1669,1673.08,1.343,56.4,269.1,9
2020-08-12,DEU,Germany,1602,1661.73,1.155,13.2,226.7,3
2020-08-13,DEU,Germany,1596,1653.95,1.242,18.3,130.9,5
2020-08-14,DEU,Germany,1611,1638.15,1.191,33.6,203.7,6
2020-08-15,DEU,Germany,1584,1624.19,1.304,47.8,93.7,8
2020-08-16,DEU,Germany,1577,1618.16,1.2,34.7,130.9,14
2020-08-17,DEU,Germany,1620,1608.95,1.228,62.9,67.4,3
2020-08-18,DEU,Germany,1589,1597.58,,73.8,234.3,9
2020-08-19,DEU,Germany,1556,1590.93,1.275,76.7,177.4,10
2020-08-20,DEU,Germany,1600,1591.38,1.308,56.7,187.4,6
2020-08-21,DEU,Germany,1556,1583.54,1.281,71.7,264.5,11
2020-08-22,DEU,Germany,1546,1578.19,1.458,38.7,120.2,6
2020-08-23,DEU,Germany,1525,1570.71,1.387,47.0,237.3,8
2020-08-24,DEU,Germany,1516,1555.89,1.23,26.7,358.8,8
2020-08-25,DEU,Germany,1508,1544.31,,74.1,121.4,8
2020-08-26,DEU,Germany,1499,1536.22,1.242,89.3,75.0,6
2020-08-27,DEU,Germany,1490,1520.63,1.274,43.0,99.4,7
2020-08-28,DEU,Germany,1481,1509.98,1.363,6.6,231.1,4
2020-08-29,DEU,Germany,1479,1500.36,1.384,30.9,339.7,14
2020-08-30,DEU,Germany,1523,1500.13,1.26,37.0,336.4,15
